time, process cov
1068, 0.06224066390041493
1087, 0.06097560975609756
1114, 0.0597609561752988
1134, 0.05859375
1157, 0.05747126436781609
1179, 0.05639097744360901
1202, 0.05535055350553506
1223, 0.05434782608695652
1249, 0.05338078291814946
1271, 0.05244755244755243
1294, 0.05154639175257731
1316, 0.05067567567567567
1336, 0.04983388704318935
1365, 0.04901960784313725
1396, 0.04823151125401929
1419, 0.04746835443037974
1443, 0.04672897196261682
1465, 0.04601226993865031
1488, 0.04531722054380665
12, 1.363636363636364
30, 0.9374999999999998
57, 0.7142857142857143
75, 0.576923076923077
103, 0.4838709677419356
124, 0.4166666666666668
143, 0.3658536585365854
165, 0.3260869565217392
186, 0.2941176470588236
211, 0.2678571428571428
231, 0.2459016393442623
253, 0.2272727272727272
275, 0.2112676056338028
299, 0.1973684210526316
321, 0.1851851851851852
343, 0.1744186046511628
365, 0.1648351648351648
391, 0.15625
419, 0.1485148514851485
444, 0.1415094339622641
471, 0.1351351351351351
503, 0.1293103448275862
530, 0.1239669421487603
554, 0.1190476190476191
575, 0.1145038167938932
600, 0.1102941176470589
625, 0.1063829787234043
649, 0.1027397260273973
674, 0.09933774834437086
693, 0.09615384615384615
716, 0.09316770186335404
741, 0.09036144578313253
763, 0.08771929824561402
785, 0.08522727272727272
807, 0.08287292817679559
832, 0.08064516129032258
852, 0.07853403141361257
874, 0.07653061224489797
904, 0.07462686567164179
935, 0.07281553398058254
965, 0.07109004739336494
990, 0.06944444444444446
1013, 0.06787330316742082
1038, 0.0663716814159292
1063, 0.06493506493506494
1085, 0.0635593220338983
1108, 0.06224066390041493
1131, 0.06097560975609756
1152, 0.0597609561752988
1175, 0.05859375
1200, 0.05747126436781609
1225, 0.05639097744360901
1250, 0.05535055350553506
1272, 0.05434782608695652
1304, 0.05338078291814946
1325, 0.05244755244755243
1347, 0.05154639175257731
1370, 0.05067567567567567
1392, 0.04983388704318935
1413, 0.04901960784313725
1443, 0.04823151125401929
1468, 0.04746835443037974
7, 1.363636363636364
28, 0.9374999999999998
50, 0.7142857142857143
73, 0.576923076923077
98, 0.4838709677419356
119, 0.4166666666666668
139, 0.3658536585365854
160, 0.3260869565217392
182, 0.2941176470588236
204, 0.2678571428571428
224, 0.2459016393442623
247, 0.2272727272727272
266, 0.2112676056338028
291, 0.1973684210526316
313, 0.1851851851851852
333, 0.1744186046511628
354, 0.1648351648351648
373, 0.15625
394, 0.1485148514851485
419, 0.1415094339622641
444, 0.1351351351351351
470, 0.1293103448275862
493, 0.1239669421487603
518, 0.1190476190476191
537, 0.1145038167938932
559, 0.1102941176470589
580, 0.1063829787234043
601, 0.1027397260273973
624, 0.09933774834437086
644, 0.09615384615384615
669, 0.09316770186335404
691, 0.09036144578313253
712, 0.08771929824561402
733, 0.08522727272727272
753, 0.08287292817679559
780, 0.08064516129032258
801, 0.07853403141361257
822, 0.07653061224489797
852, 0.07462686567164179
878, 0.07281553398058254
901, 0.07109004739336494
922, 0.06944444444444446
943, 0.06787330316742082
969, 0.0663716814159292
988, 0.06493506493506494
1006, 0.0635593220338983
1031, 0.06224066390041493
1051, 0.06097560975609756
1076, 0.0597609561752988
1093, 0.05859375
1121, 0.05747126436781609
1140, 0.05639097744360901
1160, 0.05535055350553506
1182, 0.05434782608695652
1201, 0.05338078291814946
1223, 0.05244755244755243
1251, 0.05154639175257731
1273, 0.05067567567567567
1293, 0.04983388704318935
1315, 0.04901960784313725
1334, 0.04823151125401929
1359, 0.04746835443037974
1381, 0.04672897196261682
1402, 0.04601226993865031
1423, 0.04531722054380665
1443, 0.04464285714285714
1464, 0.04398826979472141
1489, 0.04335260115606936
1509, 0.04273504273504274
1530, 0.04213483146067415
1551, 0.04155124653739612
1570, 0.04098360655737705
1591, 0.04043126684636118
1612, 0.03989361702127659
1634, 0.03937007874015747
1663, 0.038860103626943
1684, 0.03836317135549871
1709, 0.03787878787878787
1732, 0.03740648379052369
1751, 0.03694581280788177
1772, 0.0364963503649635
